annotator_id,session_id,task_index,category,method,variant,filename,label,label_index,total_labels,response_type,reject_reason,bboxes,num_bboxes,image_width,image_height,timestamp,server_received_at
annotator_0019,session_0019,45.0,multi,human_bbox_annotation,2,ILSVRC2012_val_00042150.JPEG,"car, individual, unicycle",,3.0,bbox,,"[[54,119,195,216],[231,158,329,374]]",2,500.0,375.0,2026-08-31T13:07:26.083Z,2026-08-31T13:07:47.198Z
annotator_0019,session_0019,46.0,multi,human_bbox_annotation,2,ILSVRC2013_val_00001956.JPEG,"ucp or mug, strawberry, table",,3.0,reject,unclear_label,[],0,500.0,500.0,2026-08-31T13:07:28.764Z,2026-08-31T13:07:47.198Z
annotator_0019,session_0019,47.0,udacity,human_bbox_annotation,2,1478020280197384728.jpg,car,,1.0,bbox,,"[[229,121,353,177]]",1,480.0,300.0,2026-08-31T13:07:32.308Z,2026-08-31T13:07:47.198Z
annotator_0019,session_0019,48.0,udacity,human_bbox_annotation,2,1479500700123235425.jpg,truck,,1.0,bbox,,"[[15,97,115,182]]",1,480.0,300.0,2026-08-31T13:07:37.628Z,2026-08-31T13:07:47.198Z
annotator_0019,session_0019,49.0,udacity,human_bbox_annotation,2,1479501447174309879.jpg,car,,1.0,bbox,,"[[28,76,362,237]]",1,480.0,300.0,2026-08-31T13:07:40.860Z,2026-08-31T13:07:47.198Z
annotator_0020,session_0020,,single/solo,human_bbox_annotation,2,ILSVRC2012_val_00047878.JPEG,bird,,1.0,reject,unclear_image,[],0,500.0,382.0,2026-08-31T12:53:05.744Z,2026-08-31T13:17:15.004Z
annotator_0020,session_0020,1.0,single/solo,human_bbox_annotation,2,ILSVRC2012_val_00028513.JPEG,𝛼ntelopz,,1.0,bbox,,"[[59,106,282,319]]",1,500.0,344.0,2026-08-31T12:57:12.909Z,2026-08-31T13:17:15.004Z
annotator_0020,session_0020,2.0,single/solo,human_bbox_annotation,2,ILSVRC2012_val_00016909.JPEG,herd,,1.0,bbox,,"[[83,23,234,352]]",1,500.0,375.0,2026-08-31T12:57:26.654Z,2026-08-31T13:17:15.004Z
annotator_0020,session_0020,3.0,single/multi,human_bbox_annotation,2,ILSVRC2012_val_00018599.JPEG,corkscrew,,1.0,bbox,,"[[207,350,639,844],[505,86,826,743]]",2,919.0,1024.0,2026-08-31T12:58:39.455Z,2026-08-31T13:17:15.004Z
annotator_0020,session_0020,4.0,single/multi,human_bbox_annotation,2,ILSVRC2012_val_00042837.JPEG,perfurne,,1.0,bbox,,"[[261,114,424,439]]",1,500.0,495.0,2026-08-31T12:58:55.589Z,2026-08-31T13:17:15.004Z
annotator_0020,session_0020,5.0,single/multi,human_bbox_annotation,2,ILSVRC2012_val_00042837.JPEG,pel fume,,1.0,bbox,,"[[52,115,268,465],[271,118,431,439]]",2,500.0,495.0,2026-08-31T12:59:49.393Z,2026-08-31T13:17:15.004Z
annotator_0020,session_0020,6.0,multi,human_bbox_annotation,2,ILSVRC2013_val_00000449.JPEG,"bowl, person",,2.0,bbox,,"[[1,4,387,500],[93,382,366,504]]",2,375.0,500.0,2026-08-31T13:01:54.895Z,2026-08-31T13:17:15.004Z
annotator_0020,session_0020,7.0,multi,human_bbox_annotation,2,ILSVRC2013_val_00003495.JPEG,"baby bead, filing cabinet, stove, desk",,4.0,bbox,,"[[267,106,300,142],[373,127,401,167],[163,165,192,201],[35,214,80,253],[106,223,217,290],[109,167,146,191]]",6,500.0,375.0,2026-08-31T13:03:31.564Z,2026-08-31T13:17:15.004Z
annotator_0020,session_0020,8.0,multi,human_bbox_annotation,2,ILSVRC2012_val_00004761.JPEG,"fowl, pearson, saxophone",,3.0,bbox,,"[[159,156,231,480],[186,5,298,112],[162,63,360,504]]",3,500.0,500.0,2026-08-31T13:04:08.834Z,2026-08-31T13:17:15.004Z
annotator_0020,session_0020,9.0,udacity,human_bbox_annotation,2,1478020860712187115.jpg,car,,1.0,bbox,,"[[340,138,415,193],[291,126,345,175],[231,137,262,165]]",3,480.0,300.0,2026-08-31T13:04:28.789Z,2026-08-31T13:17:15.004Z
annotator_0020,session_0020,10.0,udacity,human_bbox_annotation,2,1478020280197384728.jpg,cap,,1.0,bbox,,"[[241,131,335,174]]",1,480.0,300.0,2026-08-31T13:04:39.602Z,2026-08-31T13:17:15.004Z
annotator_0020,session_0020,12.0,udacity,human_bbox_annotation,2,1479501447174309879.jpg,cam,,1.0,bbox,,"[[18,107,364,246]]",1,480.0,300.0,2026-08-31T13:05:12.190Z,2026-08-31T13:17:15.004Z
annotator_0020,session_0020,13.0,single/solo,human_bbox_annotation,2,ILSVRC2012_val_00012307.JPEG,bird,,1.0,bbox,,"[[135,47,395,388]]",1,443.0,500.0,2026-08-31T13:05:20.039Z,2026-08-31T13:17:15.004Z
annotator_0020,session_0020,14.0,single/solo,human_bbox_annotation,2,ILSVRC2012_val_00043873.JPEG,dig,,1.0,bbox,,"[[238,149,301,232]]",1,500.0,375.0,2026-08-31T13:05:30.374Z,2026-08-31T13:17:15.004Z
annotator_0020,session_0020,15.0,single/solo,human_bbox_annotation,2,ILSVRC2012_val_00002595.JPEG,locomotive,,1.0,bbox,,"[[264,168,391,217]]",1,500.0,375.0,2026-08-31T13:05:42.958Z,2026-08-31T13:17:15.004Z
annotator_0020,session_0020,16.0,single/multi,human_bbox_annotation,2,ILSVRC2012_val_00029698.JPEG,bird,,1.0,bbox,,"[[206,90,263,153],[22,24,419,338]]",2,500.0,375.0,2026-08-31T13:06:08.742Z,2026-08-31T13:17:15.004Z
annotator_0020,session_0020,17.0,single/multi,human_bbox_annotation,2,ILSVRC2013_val_00000008.JPEG,herd,,1.0,bbox,,"[[45,13,282,339],[228,85,472,329]]",2,500.0,334.0,2026-08-31T13:06:41.384Z,2026-08-31T13:17:15.004Z
annotator_0020,session_0020,18.0,single/multi,human_bbox_annotation,2,ILSVRC2012_val_00037937.JPEG,per fume,,1.0,bbox,,"[[42,137,224,428],[174,101,456,426]]",2,500.0,486.0,2026-08-31T13:06:59.472Z,2026-08-31T13:17:15.004Z
annotator_0020,session_0020,19.0,multi,human_bbox_annotation,2,ILSVRC2012_val_00003176.JPEG,"bench, dog",,2.0,bbox,,"[[176,27,431,348]]",1,500.0,375.0,2026-08-31T13:07:06.567Z,2026-08-31T13:17:15.004Z
annotator_0020,session_0020,20.0,multi,human_bbox_annotation,2,ILSVRC2012_val_00016267.JPEG,"aple, reler",,2.0,bbox,,"[[189,89,393,280],[109,5,503,342]]",2,500.0,334.0,2026-08-31T13:07:56.440Z,2026-08-31T13:17:15.004Z
annotator_0020,session_0020,21.0,multi,human_bbox_annotation,2,ILSVRC2012_val_00047487.JPEG,"dug, person",,2.0,bbox,,"[[35,72,306,262],[106,-6,337,141],[321,-14,367,89]]",3,400.0,290.0,2026-08-31T13:08:26.899Z,2026-08-31T13:17:15.004Z
annotator_0020,session_0020,22.0,udacity,human_bbox_annotation,2,1478895568695802824.jpg,car,,1.0,bbox,,"[[28,141,126,193]]",1,480.0,300.0,2026-08-31T13:08:36.238Z,2026-08-31T13:17:15.004Z
annotator_0020,session_0020,23.0,udacity,human_bbox_annotation,2,1478896071431847989.jpg,can,,1.0,bbox,,"[[412,80,508,222]]",1,480.0,300.0,2026-08-31T13:09:08.815Z,2026-08-31T13:17:15.004Z
annotator_0020,session_0020,24.0,udacity,human_bbox_annotation,2,1479501431172538806.jpg,cam,,1.0,bbox,,"[[119,93,430,228]]",1,480.0,300.0,2026-08-31T13:09:27.036Z,2026-08-31T13:17:15.004Z
annotator_0020,session_0020,25.0,single/solo,human_bbox_annotation,2,ILSVRC2012_val_00006233.JPEG,diaper,,1.0,bbox,,"[[165,227,210,314]]",1,375.0,500.0,2026-08-31T13:09:45.984Z,2026-08-31T13:17:15.004Z
annotator_0020,session_0020,26.0,single/solo,human_bbox_annotation,2,ILSVRC2012_val_00026917.JPEG,butterfly,,1.0,bbox,,"[[210,66,440,322]]",1,500.0,443.0,2026-08-31T13:10:03.894Z,2026-08-31T13:17:15.004Z
annotator_0020,session_0020,27.0,single/solo,human_bbox_annotation,2,ILSVRC2012_val_00024314.JPEG,snake,,1.0,bbox,,"[[121,186,473,364]]",1,640.0,480.0,2026-08-31T13:10:21.557Z,2026-08-31T13:17:15.004Z
annotator_0020,session_0020,28.0,single/multi,human_bbox_annotation,2,ILSVRC2012_val_00037816.JPEG,antelope,,1.0,bbox,,"[[256,109,394,231],[27,174,172,254]]",2,500.0,333.0,2026-08-31T13:10:36.819Z,2026-08-31T13:17:15.004Z
annotator_0020,session_0020,29.0,single/multi,human_bbox_annotation,2,ILSVRC2012_val_00002802.JPEG,bird,,1.0,bbox,,"[[2,85,204,383],[171,4,503,382]]",2,500.0,385.0,2026-08-31T13:11:24.852Z,2026-08-31T13:17:15.004Z
annotator_0020,session_0020,30.0,single/multi,human_bbox_annotation,2,ILSVRC2012_val_00022295.JPEG,bench,,1.0,reject,unclear_label,[],0,500.0,442.0,2026-08-31T13:11:42.937Z,2026-08-31T13:17:15.004Z
annotator_0020,session_0020,31.0,multi,human_bbox_annotation,2,ILSVRC2012_val_00010502.JPEG,"plastic bag, pomegranate",,2.0,bbox,,"[[131,71,361,274],[-16,116,97,227],[7,-1,504,350]]",3,500.0,356.0,2026-08-31T13:12:25.601Z,2026-08-31T13:17:15.004Z
annotator_0020,session_0020,32.0,multi,human_bbox_annotation,2,ILSVRC2012_val_00038249.JPEG,"bookshelf, disxwasher",,2.0,bbox,,"[[39,98,534,533],[546,359,601,481]]",2,590.0,892.0,2026-08-31T13:12:55.733Z,2026-08-31T13:17:15.004Z
annotator_0020,session_0020,33.0,multi,human_bbox_annotation,2,ILSVRC2012_val_00024444.JPEG,"bench, cello, chair, pe rson, piano",,5.0,bbox,,"[[32,210,107,282],[194,41,353,289],[58,89,150,287],[167,111,268,388],[25,304,202,504]]",5,392.0,500.0,2026-08-31T13:13:40.121Z,2026-08-31T13:17:15.004Z
annotator_0020,session_0020,34.0,udacity,human_bbox_annotation,2,1478896071431847989.jpg,car,,1.0,bbox,,"[[400,90,496,214]]",1,480.0,300.0,2026-08-31T13:13:48.371Z,2026-08-31T13:17:15.004Z
annotator_0020,session_0020,35.0,udacity,human_bbox_annotation,2,1479504312367157311.jpg,"automobilp, truck",,2.0,bbox,,"[[97,111,345,274]]",1,480.0,300.0,2026-08-31T13:14:01.291Z,2026-08-31T13:17:15.004Z
annotator_0020,session_0020,36.0,udacity,human_bbox_annotation,2,1478898995863305961.jpg,automobile,,1.0,reject,unclear_label,[],0,480.0,300.0,2026-08-31T13:14:11.302Z,2026-08-31T13:17:15.004Z
annotator_0020,session_0020,37.0,single/solo,human_bbox_annotation,2,ILSVRC2012_val_00001314.JPEG,dog,,1.0,bbox,,"[[168,89,401,248]]",1,500.0,375.0,2026-08-31T13:14:17.839Z,2026-08-31T13:17:15.004Z
annotator_0020,session_0020,38.0,single/solo,human_bbox_annotation,2,ILSVRC2012_val_00015173.JPEG,pooch,,1.0,bbox,,"[[53,131,299,336]]",1,345.0,500.0,2026-08-31T13:14:25.537Z,2026-08-31T13:17:15.004Z
annotator_0020,session_0020,39.0,single/solo,human_bbox_annotation,2,ILSVRC2012_val_00017504.JPEG,perfume,,1.0,bbox,,"[[48,33,259,368]]",1,260.0,375.0,2026-08-31T13:14:32.047Z,2026-08-31T13:17:15.004Z
annotator_0020,session_0020,40.0,single/multi,human_bbox_annotation,2,ILSVRC2012_val_00012301.JPEG,snake,,1.0,bbox,,"[[196,-1,351,149],[13,6,278,485]]",2,430.0,500.0,2026-08-31T13:14:46.310Z,2026-08-31T13:17:15.004Z
annotator_0020,session_0020,42.0,single/multi,human_bbox_annotation,2,ILSVRC2012_val_00045966.JPEG,soap dispenser,,1.0,bbox,,"[[56,132,236,453],[262,23,460,479]]",2,499.0,500.0,2026-08-31T13:15:19.499Z,2026-08-31T13:17:15.004Z
annotator_0020,session_0020,43.0,single/multi,human_bbox_annotation,2,ILSVRC2012_val_00041903.JPEG,salt or pepper shaker,,1.0,bbox,,"[[91,319,394,807],[127,69,614,802]]",2,582.0,815.0,2026-08-31T13:15:42.333Z,2026-08-31T13:17:15.004Z
annotator_0020,session_0020,44.0,multi,human_bbox_annotation,2,ILSVRC2012_val_00005713.JPEG,"person, soccer ball",,2.0,bbox,,"[[117,109,188,205],[92,28,218,107]]",2,300.0,225.0,2026-08-31T13:15:54.851Z,2026-08-31T13:17:15.004Z
annotator_0020,session_0020,45.0,multi,human_bbox_annotation,2,ILSVRC2012_val_00042150.JPEG,"car, individual, unicycle",,3.0,bbox,,"[[43,148,224,244],[241,258,336,342],[231,89,327,343]]",3,500.0,375.0,2026-08-31T13:16:23.432Z,2026-08-31T13:17:15.004Z
annotator_0020,session_0020,46.0,multi,human_bbox_annotation,2,ILSVRC2013_val_00001956.JPEG,"ucp or mug, strawberry, table",,3.0,bbox,,"[[33,33,204,269],[344,111,509,399],[22,283,485,471],[324,23,337,282]]",4,500.0,500.0,2026-08-31T13:16:50.437Z,2026-08-31T13:17:15.004Z
annotator_0020,session_0020,47.0,udacity,human_bbox_annotation,2,1478020280197384728.jpg,car,,1.0,bbox,,"[[232,136,349,182]]",1,480.0,300.0,2026-08-31T13:16:55.607Z,2026-08-31T13:17:15.004Z
annotator_0020,session_0020,48.0,udacity,human_bbox_annotation,2,1479500700123235425.jpg,truck,,1.0,bbox,,"[[13,105,111,170]]",1,480.0,300.0,2026-08-31T13:17:07.645Z,2026-08-31T13:17:15.004Z
annotator_0020,session_0020,49.0,udacity,human_bbox_annotation,2,1479501447174309879.jpg,car,,1.0,bbox,,"[[15,103,355,235]]",1,480.0,300.0,2026-08-31T13:17:13.224Z,2026-08-31T13:17:15.004Z
annotator_0021,session_0021,1.0,single/solo,human_bbox_annotation,2,ILSVRC2012_val_00047878.JPEG,bird,,1.0,reject,unclear_image,[],0,500.0,382.0,2026-08-31T13:13:27.166Z,2026-08-31T13:17:49.775Z
annotator_0021,session_0021,2.0,single/solo,human_bbox_annotation,2,ILSVRC2012_val_00028513.JPEG,𝛼ntelopz,,1.0,reject,unclear_label,[],0,500.0,344.0,2026-08-31T13:13:32.414Z,2026-08-31T13:17:49.775Z
annotator_0021,session_0021,3.0,single/solo,human_bbox_annotation,2,ILSVRC2012_val_00016909.JPEG,herd,,1.0,reject,unclear_label,[],0,500.0,375.0,2026-08-31T13:13:37.710Z,2026-08-31T13:17:49.775Z
annotator_0021,session_0021,4.0,single/multi,human_bbox_annotation,2,ILSVRC2012_val_00018599.JPEG,corkscrew,,1.0,reject,unclear_image,[],0,919.0,1024.0,2026-08-31T13:13:43.534Z,2026-08-31T13:17:49.775Z
annotator_0021,session_0021,5.0,single/multi,human_bbox_annotation,2,ILSVRC2012_val_00042837.JPEG,perfurne,,1.0,reject,unclear_label,[],0,500.0,495.0,2026-08-31T13:13:48.286Z,2026-08-31T13:17:49.775Z
annotator_0021,session_0021,6.0,single/multi,human_bbox_annotation,2,ILSVRC2012_val_00042837.JPEG,pel fume,,1.0,reject,unclear_label,[],0,500.0,495.0,2026-08-31T13:13:52.302Z,2026-08-31T13:17:49.775Z
annotator_0021,session_0021,8.0,multi,human_bbox_annotation,2,ILSVRC2013_val_00000449.JPEG,"bowl, person",,2.0,reject,unclear_image,[],0,375.0,500.0,2026-08-31T13:14:01.630Z,2026-08-31T13:17:49.775Z
annotator_0021,session_0021,9.0,multi,human_bbox_annotation,2,ILSVRC2013_val_00003495.JPEG,"baby bead, filing cabinet, stove, desk",,4.0,reject,unclear_label,[],0,500.0,375.0,2026-08-31T13:14:08.756Z,2026-08-31T13:17:49.775Z
annotator_0021,session_0021,10.0,multi,human_bbox_annotation,2,ILSVRC2012_val_00004761.JPEG,"fowl, pearson, saxophone",,3.0,reject,unclear_image,[],0,500.0,500.0,2026-08-31T13:14:13.773Z,2026-08-31T13:17:49.775Z
annotator_0021,session_0021,11.0,udacity,human_bbox_annotation,2,1478020860712187115.jpg,car,,1.0,bbox,,"[[330,143,430,202]]",1,480.0,300.0,2026-08-31T13:14:21.205Z,2026-08-31T13:17:49.775Z
annotator_0021,session_0021,12.0,udacity,human_bbox_annotation,2,1478020280197384728.jpg,cap,,1.0,reject,unclear_label,[],0,480.0,300.0,2026-08-31T13:14:33.525Z,2026-08-31T13:17:49.775Z
annotator_0021,session_0021,13.0,udacity,human_bbox_annotation,2,1479501447174309879.jpg,cam,,1.0,reject,unclear_image,[],0,480.0,300.0,2026-08-31T13:14:37.756Z,2026-08-31T13:17:49.775Z
annotator_0021,session_0021,14.0,single/solo,human_bbox_annotation,2,ILSVRC2012_val_00012307.JPEG,bird,,1.0,bbox,,"[[123,37,310,315]]",1,443.0,500.0,2026-08-31T13:14:55.764Z,2026-08-31T13:17:49.775Z
annotator_0021,session_0021,15.0,single/solo,human_bbox_annotation,2,ILSVRC2012_val_00043873.JPEG,dig,,1.0,reject,unclear_label,[],0,500.0,375.0,2026-08-31T13:15:01.812Z,2026-08-31T13:17:49.775Z
annotator_0021,session_0021,16.0,single/solo,human_bbox_annotation,2,ILSVRC2012_val_00002595.JPEG,locomotive,,1.0,reject,unclear_label,[],0,500.0,375.0,2026-08-31T13:15:10.980Z,2026-08-31T13:17:49.775Z
annotator_0021,session_0021,17.0,single/multi,human_bbox_annotation,2,ILSVRC2012_val_00029698.JPEG,bird,,1.0,reject,unclear_image,[],0,500.0,375.0,2026-08-31T13:15:13.156Z,2026-08-31T13:17:49.775Z
annotator_0021,session_0021,18.0,single/multi,human_bbox_annotation,2,ILSVRC2013_val_00000008.JPEG,herd,,1.0,reject,unclear_label,[],0,500.0,334.0,2026-08-31T13:15:15.955Z,2026-08-31T13:17:49.775Z
annotator_0021,session_0021,19.0,single/multi,human_bbox_annotation,2,ILSVRC2012_val_00037937.JPEG,per fume,,1.0,reject,unclear_label,[],0,500.0,486.0,2026-08-31T13:15:22.571Z,2026-08-31T13:17:49.775Z
annotator_0021,session_0021,20.0,multi,human_bbox_annotation,2,ILSVRC2012_val_00003176.JPEG,"bench, dog",,2.0,reject,unclear_label,[],0,500.0,375.0,2026-08-31T13:15:25.171Z,2026-08-31T13:17:49.775Z
annotator_0021,session_0021,21.0,multi,human_bbox_annotation,2,ILSVRC2012_val_00016267.JPEG,"aple, reler",,2.0,reject,unclear_label,[],0,500.0,334.0,2026-08-31T13:15:32.074Z,2026-08-31T13:17:49.775Z
annotator_0021,session_0021,22.0,multi,human_bbox_annotation,2,ILSVRC2012_val_00047487.JPEG,"dug, person",,2.0,reject,unclear_label,[],0,400.0,290.0,2026-08-31T13:15:34.235Z,2026-08-31T13:17:49.775Z
annotator_0021,session_0021,23.0,udacity,human_bbox_annotation,2,1478895568695802824.jpg,car,,1.0,bbox,,"[[34,129,127,185]]",1,480.0,300.0,2026-08-31T13:15:41.274Z,2026-08-31T13:17:49.775Z
annotator_0021,session_0021,24.0,udacity,human_bbox_annotation,2,1478896071431847989.jpg,can,,1.0,reject,unclear_label,[],0,480.0,300.0,2026-08-31T13:15:45.058Z,2026-08-31T13:17:49.775Z
annotator_0021,session_0021,25.0,udacity,human_bbox_annotation,2,1479501431172538806.jpg,cam,,1.0,reject,unclear_image,[],0,480.0,300.0,2026-08-31T13:15:49.579Z,2026-08-31T13:17:49.775Z
annotator_0021,session_0021,26.0,single/solo,human_bbox_annotation,2,ILSVRC2012_val_00006233.JPEG,diaper,,1.0,reject,unclear_image,[],0,375.0,500.0,2026-08-31T13:15:54.675Z,2026-08-31T13:17:49.775Z
annotator_0021,session_0021,27.0,single/solo,human_bbox_annotation,2,ILSVRC2012_val_00026917.JPEG,butterfly,,1.0,bbox,,"[[205,107,439,324]]",1,500.0,443.0,2026-08-31T13:16:06.211Z,2026-08-31T13:17:49.775Z
annotator_0021,session_0021,28.0,single/solo,human_bbox_annotation,2,ILSVRC2012_val_00024314.JPEG,snake,,1.0,reject,unclear_image,[],0,640.0,480.0,2026-08-31T13:16:10.522Z,2026-08-31T13:17:49.775Z
annotator_0021,session_0021,29.0,single/multi,human_bbox_annotation,2,ILSVRC2012_val_00037816.JPEG,antelope,,1.0,reject,unclear_label,[],0,500.0,333.0,2026-08-31T13:16:13.793Z,2026-08-31T13:17:49.775Z
annotator_0021,session_0021,30.0,single/multi,human_bbox_annotation,2,ILSVRC2012_val_00002802.JPEG,bird,,1.0,bbox,,"[[135,2,483,403]]",1,500.0,385.0,2026-08-31T13:16:23.298Z,2026-08-31T13:17:49.775Z
annotator_0021,session_0021,31.0,single/multi,human_bbox_annotation,2,ILSVRC2012_val_00022295.JPEG,bench,,1.0,reject,unclear_image,[],0,500.0,442.0,2026-08-31T13:16:28.642Z,2026-08-31T13:17:49.775Z
annotator_0021,session_0021,32.0,multi,human_bbox_annotation,2,ILSVRC2012_val_00010502.JPEG,"plastic bag, pomegranate",,2.0,reject,unclear_image,[],0,500.0,356.0,2026-08-31T13:16:34.081Z,2026-08-31T13:17:49.775Z
annotator_0021,session_0021,33.0,multi,human_bbox_annotation,2,ILSVRC2012_val_00038249.JPEG,"bookshelf, disxwasher",,2.0,reject,unclear_label,[],0,590.0,892.0,2026-08-31T13:16:37.226Z,2026-08-31T13:17:49.775Z
annotator_0021,session_0021,34.0,multi,human_bbox_annotation,2,ILSVRC2012_val_00024444.JPEG,"bench, cello, chair, pe rson, piano",,5.0,reject,unclear_image,[],0,392.0,500.0,2026-08-31T13:16:41.617Z,2026-08-31T13:17:49.775Z
annotator_0021,session_0021,35.0,udacity,human_bbox_annotation,2,1478896071431847989.jpg,car,,1.0,reject,unclear_image,[],0,480.0,300.0,2026-08-31T13:16:46.448Z,2026-08-31T13:17:49.775Z
annotator_0021,session_0021,36.0,udacity,human_bbox_annotation,2,1479504312367157311.jpg,"automobilp, truck",,2.0,reject,unclear_image,[],0,480.0,300.0,2026-08-31T13:16:55.394Z,2026-08-31T13:17:49.775Z
annotator_0021,session_0021,37.0,udacity,human_bbox_annotation,2,1478898995863305961.jpg,automobile,,1.0,reject,unclear_image,[],0,480.0,300.0,2026-08-31T13:16:57.929Z,2026-08-31T13:17:49.775Z
annotator_0021,session_0021,38.0,single/solo,human_bbox_annotation,2,ILSVRC2012_val_00001314.JPEG,dog,,1.0,reject,unclear_label,[],0,500.0,375.0,2026-08-31T13:17:01.681Z,2026-08-31T13:17:49.775Z
annotator_0021,session_0021,39.0,single/solo,human_bbox_annotation,2,ILSVRC2012_val_00015173.JPEG,pooch,,1.0,reject,unclear_image,[],0,345.0,500.0,2026-08-31T13:17:09.897Z,2026-08-31T13:17:49.775Z
annotator_0021,session_0021,40.0,single/solo,human_bbox_annotation,2,ILSVRC2012_val_00017504.JPEG,perfume,,1.0,reject,unclear_image,[],0,260.0,375.0,2026-08-31T13:17:11.809Z,2026-08-31T13:17:49.775Z
annotator_0021,session_0021,41.0,single/multi,human_bbox_annotation,2,ILSVRC2012_val_00012301.JPEG,snake,,1.0,reject,unclear_label,[],0,430.0,500.0,2026-08-31T13:17:14.057Z,2026-08-31T13:17:49.775Z
annotator_0021,session_0021,42.0,single/multi,human_bbox_annotation,2,ILSVRC2012_val_00045966.JPEG,soap dispenser,,1.0,reject,unclear_image,[],0,499.0,500.0,2026-08-31T13:17:16.327Z,2026-08-31T13:17:49.775Z
annotator_0021,session_0021,43.0,single/multi,human_bbox_annotation,2,ILSVRC2012_val_00041903.JPEG,salt or pepper shaker,,1.0,reject,unclear_image,[],0,582.0,815.0,2026-08-31T13:17:18.520Z,2026-08-31T13:17:49.775Z
annotator_0021,session_0021,44.0,multi,human_bbox_annotation,2,ILSVRC2012_val_00005713.JPEG,"person, soccer ball",,2.0,bbox,,"[[83,8,222,212]]",1,300.0,225.0,2026-08-31T13:17:24.728Z,2026-08-31T13:17:49.775Z
annotator_0021,session_0021,45.0,multi,human_bbox_annotation,2,ILSVRC2012_val_00042150.JPEG,"car, individual, unicycle",,3.0,skip,,[],0,500.0,375.0,2026-08-31T13:17:36.040Z,2026-08-31T13:17:49.775Z
annotator_0021,session_0021,46.0,multi,human_bbox_annotation,2,ILSVRC2013_val_00001956.JPEG,"ucp or mug, strawberry, table",,3.0,reject,unclear_image,[],0,500.0,500.0,2026-08-31T13:17:38.255Z,2026-08-31T13:17:49.775Z
annotator_0021,session_0021,47.0,udacity,human_bbox_annotation,2,1478020280197384728.jpg,car,,1.0,reject,unclear_image,[],0,480.0,300.0,2026-08-31T13:17:39.647Z,2026-08-31T13:17:49.775Z
annotator_0021,session_0021,48.0,udacity,human_bbox_annotation,2,1479500700123235425.jpg,truck,,1.0,reject,unclear_image,[],0,480.0,300.0,2026-08-31T13:17:41.462Z,2026-08-31T13:17:49.775Z
annotator_0021,session_0021,49.0,udacity,human_bbox_annotation,2,1479501447174309879.jpg,car,,1.0,bbox,,"[[18,81,376,258]]",1,480.0,300.0,2026-08-31T13:17:46.623Z,2026-08-31T13:17:49.775Z
annotator_0022,session_0022,,single/solo,human_bbox_annotation,1,ILSVRC2012_val_00032560.JPEG,beaker,,1.0,reject,unclear_image,[],0,334.0,500.0,2026-08-31T13:13:18.500Z,2026-08-31T13:19:10.889Z
annotator_0022,session_0022,1.0,single/solo,human_bbox_annotation,1,ILSVRC2012_val_00031771.JPEG,crooked ball,,1.0,reject,unclear_label,[],0,500.0,333.0,2026-08-31T13:13:24.811Z,2026-08-31T13:19:10.889Z
annotator_0022,session_0022,2.0,single/solo,human_bbox_annotation,1,ILSVRC2012_val_00043730.JPEG,behr,,1.0,reject,unclear_label,[],0,350.0,252.0,2026-08-31T13:13:29.394Z,2026-08-31T13:19:10.889Z
annotator_0022,session_0022,3.0,single/multi,human_bbox_annotation,1,ILSVRC2012_val_00019305.JPEG,dog,,1.0,reject,unclear_image,[],0,500.0,375.0,2026-08-31T13:13:33.763Z,2026-08-31T13:19:10.889Z
annotator_0022,session_0022,4.0,single/multi,human_bbox_annotation,1,ILSVRC2012_val_00045966.JPEG,sopa dis𝕡enser,,1.0,reject,unclear_label,[],0,499.0,500.0,2026-08-31T13:13:40.164Z,2026-08-31T13:19:10.889Z
annotator_0022,session_0022,5.0,single/multi,human_bbox_annotation,1,ILSVRC2012_val_00035612.JPEG,mno key,,1.0,reject,unclear_label,[],0,500.0,500.0,2026-08-31T13:13:45.532Z,2026-08-31T13:19:10.889Z
annotator_0022,session_0022,6.0,multi,human_bbox_annotation,1,ILSVRC2012_val_00003176.JPEG,"bench, dog",,2.0,reject,unclear_image,[],0,500.0,375.0,2026-08-31T13:13:50.245Z,2026-08-31T13:19:10.889Z
annotator_0022,session_0022,7.0,multi,human_bbox_annotation,1,ILSVRC2012_val_00012739.JPEG,"dug, pe rson",,2.0,reject,unclear_label,[],0,500.0,375.0,2026-08-31T13:13:54.493Z,2026-08-31T13:19:10.889Z
annotator_0022,session_0022,8.0,multi,human_bbox_annotation,1,ILSVRC2012_val_00048612.JPEG,"my crow phone, pearson",,2.0,reject,unclear_label,[],0,500.0,424.0,2026-08-31T13:13:58.435Z,2026-08-31T13:19:10.889Z
annotator_0022,session_0022,9.0,udacity,human_bbox_annotation,1,1479501447174309879.jpg,car,,1.0,reject,unclear_image,[],0,480.0,300.0,2026-08-31T13:14:02.723Z,2026-08-31T13:19:10.889Z
annotator_0022,session_0022,10.0,udacity,human_bbox_annotation,1,1478896670714322051.jpg,cer,,1.0,reject,unclear_label,[],0,480.0,300.0,2026-08-31T13:14:11.420Z,2026-08-31T13:19:10.889Z
annotator_0022,session_0022,11.0,udacity,human_bbox_annotation,1,1479500714623724165.jpg,car,,1.0,reject,unclear_image,[],0,480.0,300.0,2026-08-31T13:14:15.076Z,2026-08-31T13:19:10.889Z
